,Price,Manufacturer,Prod_year,Category,Leather_interior,Fuel_type,Engine_Volume,HasTurbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags,aic_resid,bic_resid,r2a_resid,press_resid,cv_resid
13295,25299,HYUNDAI,2016,Sedan,Yes,Petrol,1.6,0,79845,4.0,Automatic,Front,4,Left wheel,White,4,1630.5646110565176,4726.996075898602,1630.5646110565176,-1662.3509342926554,1116.8631682460982
5865,21796,CHEVROLET,2017,Jeep,Yes,LPG,2.0,0,27992,4.0,Automatic,Front,4,Left wheel,Silver,4,3471.9824799801972,2075.3359083084833,3471.9824799801972,3199.864511205349,3771.5928402417194
9926,3058,MAZDA,2014,Sedan,Yes,Petrol,2.5,0,75381,4.0,Automatic,Front,4,Left wheel,Grey,12,-4760.604564683178,-10557.399222169655,-4760.604564683178,-7000.944207920693,-4699.050260325214
7053,4234,CHEVROLET,2009,Sedan,Yes,Petrol,1.6,0,45256,4.0,Automatic,Front,4,Left wheel,White,4,7.087956443000621,-6793.266993236386,7.087956443000621,-2520.145112093538,-403.3107088208326
1807,10641,HYUNDAI,2014,Sedan,Yes,LPG,2.0,0,75346,4.0,Automatic,Front,4,Left wheel,White,4,-5308.0182051884585,-4989.062549892227,-5308.0182051884585,-13286.148802070413,-5293.880768688876
15654,39201,LEXUS,2010,Jeep,Yes,Petrol,4.6,0,155821,8.0,Automatic,4x4,4,Left wheel,Black,0,14279.983038435581,14754.844767047027,14279.983038435581,15118.387751060538,14483.001640604554
1427,14113,CHEVROLET,2016,Sedan,No,Petrol,1.4,1,79000,4.0,Tiptronic,Front,4,Left wheel,White,12,-13854.233638895792,-17913.699508318616,-13854.233638895792,-15300.57695477549,-14338.92341974123
15827,2822,TOYOTA,2010,Jeep,Yes,Petrol,2.5,0,136171,4.0,Automatic,4x4,4,Left wheel,Black,12,-8775.686455816467,-5339.2638331039325,-8775.686455816467,-4454.591406673193,-8893.536405819254
7806,3136,OPEL,1995,Hatchback,No,Petrol,1.4,0,100000,4.0,Manual,Front,2,Left wheel,Grey,2,1674.8233556783057,4600.553908064598,1674.8233556783057,2299.703882121481,1623.7848025629532
16678,3920,BMW,2015,Jeep,Yes,Diesel,3.0,0,201056,6.0,Automatic,4x4,4,Left wheel,Black,0,-29357.211326274824,-29219.54720277975,-29357.211326274824,-27847.331156532746,-29487.83195100441
14091,6899,OPEL,1998,Sedan,No,Petrol,1.6,0,232286,4.0,Manual,Front,4,Left wheel,Blue,2,2304.785860939155,3696.686517642076,2304.785860939155,2693.1431305161677,2209.4317398308085
8272,37633,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,0,194067,4.0,Automatic,Front,4,Left wheel,Black,4,5005.667624789097,9422.614856171673,5005.667624789097,8802.084648420103,4998.721687192552
928,40340,SSANGYONG,2016,Jeep,Yes,Diesel,2.2,0,146978,4.0,Automatic,Front,4,Left wheel,Silver,4,4817.10442845308,11553.349007548444,4817.10442845308,6001.567188640125,5330.167400222264
9818,3850,SUBARU,2005,Sedan,No,Petrol,2.0,0,202000,4.0,Automatic,4x4,4,Right-hand drive,Black,2,8445.10400168621,-4581.3466329679795,8445.10400168621,2471.2365410984494,8780.309499183135
718,11133,KIA,2014,Sedan,Yes,Hybrid,2.4,0,88000,4.0,Automatic,Front,4,Left wheel,White,10,8187.509170588823,2.5405823969013,8187.509170588823,3421.1901458790526,8881.469213044427
35,23235,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,0,162000,4.0,Automatic,Front,4,Left wheel,Grey,4,-1827.5864385510831,1842.2840925038217,-1827.5864385510831,4032.018049858045,-1914.1592937256355
2277,5018,LEXUS,2010,Jeep,Yes,Hybrid,3.5,0,167222,6.0,Automatic,4x4,4,Left wheel,Black,12,566.0667941857055,-2122.102864414288,566.0667941857055,-2870.2473439187743,350.90651613978025
7142,3136,VOLKSWAGEN,1993,Sedan,No,Petrol,1.8,0,245000,4.0,Automatic,Front,4,Left wheel,Carnelian red,2,20099.869715239336,11643.325382852412,20099.869715239336,14380.387232324108,19511.840752141943
13806,470,TOYOTA,2010,Jeep,Yes,Hybrid,1.8,0,408997,4.0,Automatic,Front,4,Left wheel,White,12,-8056.109205804409,-1771.8431511168333,-8056.109205804409,-4937.026989385951,-8587.668651401782
59,23521,CHEVROLET,2018,Sedan,No,Petrol,1.4,1,22000,4.0,Automatic,Front,4,Left wheel,Red,6,-1743.9359497189726,-4965.686766359071,-1743.9359497189726,-1703.323099614121,-2108.9962721392076
16332,5331,LEXUS,2013,Hatchback,Yes,Hybrid,1.8,0,174043,4.0,Automatic,Front,4,Left wheel,White,0,-7357.180703733076,-11235.54468222125,-7357.180703733076,-12869.89130396396,-7737.668672318232
16146,11290,HYUNDAI,2016,Sedan,Yes,LPG,2.0,0,239291,4.0,Automatic,Front,4,Left wheel,Silver,4,-7684.916579852379,-7067.130244425087,-7684.916579852379,-15376.532782105729,-7638.928376321695
12802,5645,NISSAN,2016,Sedan,Yes,Petrol,1.8,0,52126,4.0,Automatic,Front,4,Left wheel,Grey,12,704.5907428445544,-8680.53644652121,704.5907428445544,-1140.7915224437602,479.4435600593961
7771,549,AUDI,2016,Sedan,Yes,Petrol,2.0,0,97826,4.0,Automatic,4x4,4,Left wheel,Grey,0,-12319.573788240778,-24586.902284449563,-12319.573788240778,-14592.544529976323,-12638.909566287079
323,11290,HONDA,2013,Sedan,No,Hybrid,1.3,0,145000,4.0,Automatic,Front,4,Right-hand drive,Silver,8,5659.648795282374,2986.8532655402414,5659.648795282374,950.2721267952584,5881.433313481144
14834,72268,FORD,2016,Jeep,Yes,Petrol,2.3,0,101000,4.0,Automatic,Front,4,Left wheel,Grey,4,42454.21071818932,49679.065605717304,42454.21071818932,50039.53089999268,42752.85202857944
2020,8938,MINI,2004,Coupe,Yes,Petrol,1.6,0,12800,4.0,Tiptronic,Front,2,Left wheel,Red,4,-4485.481322075768,-6655.728188049197,-4485.481322075768,-4707.47752461303,-5130.891319270726
12103,14113,MERCEDES-BENZ,2002,Sedan,No,Diesel,2.7,1,378000,5.0,Tiptronic,Rear,4,Left wheel,Silver,12,-5642.09429988567,-9055.803185120061,-5642.09429988567,-4060.4571007192135,-5776.07082222954
2712,15994,TOYOTA,2010,Sedan,No,Hybrid,1.8,0,145000,4.0,Variator,Front,4,Left wheel,Blue,6,1342.6476943841953,1826.0382198614625,1342.6476943841953,-48.077753867488354,908.1125146002014
4165,4200,BMW,2002,Sedan,Yes,Petrol,2.5,0,11111,4.0,Automatic,Rear,4,Left wheel,Silver,6,4834.000903068982,1829.9569503749435,4834.000903068982,4557.412656399887,5415.347243780314
5268,46414,MERCEDES-BENZ,2014,Jeep,Yes,Diesel,3.0,0,57755,6.0,Automatic,4x4,4,Left wheel,White,6,18002.196060836948,19755.03663913924,18002.196060836948,21624.810575829353,17373.763380232016
6066,392,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,0,116413,4.0,Automatic,Front,4,Left wheel,Silver,12,-5663.334072010614,-6593.841315831001,-5663.334072010614,-7754.4109694212675,-4995.601783196694
6421,6899,TOYOTA,2020,Sedan,Yes,Hybrid,1.8,0,7467,4.0,Automatic,Front,4,Left wheel,Blue,12,-10069.570292225842,-8978.181623781134,-10069.570292225842,-12067.342658442445,-10464.792213727971
3251,392,DODGE,2012,Sedan,Yes,Petrol,3.6,0,258990,6.0,Automatic,Rear,4,Left wheel,White,12,-2812.818438210362,-13665.793695064562,-2812.818438210362,-5378.383332973812,-2869.3325887723704
9313,18817,MITSUBISHI,2003,Jeep,No,Petrol,3.8,0,312000,6.0,Tiptronic,4x4,4,Left wheel,Black,2,-4202.234663128835,-3457.8020071891515,-4202.234663128835,-5178.184074671473,-3149.705128300833
2250,7527,OPEL,1998,Hatchback,No,LPG,1.6,0,225000,4.0,Manual,Front,4,Left wheel,White,4,8316.354406265062,9397.7752261157,8316.354406265062,3694.8873121310025,8481.542396486258
2448,251,TOYOTA,2019,Sedan,Yes,Hybrid,2.5,0,39552,4.0,Automatic,Front,4,Left wheel,Black,12,-16394.978383334354,-16279.578246696012,-16394.978383334354,-20679.501001672354,-15615.768409911328
16107,22266,LEXUS,2015,Jeep,Yes,Petrol,3.5,0,54822,6.0,Automatic,4x4,4,Left wheel,Black,12,4779.302930151203,4405.737687447763,4779.302930151203,6792.247325526085,4356.674529659947
14202,314,MERCEDES-BENZ,2010,Sedan,Yes,Petrol,6.2,0,274771,8.0,Automatic,Rear,4,Left wheel,White,12,-19282.93896197042,-18508.182032633693,-19282.93896197042,-16732.197501732502,-15708.408876318397
2325,47408,HYUNDAI,2013,Coupe,Yes,Petrol,3.8,0,116482,4.0,Automatic,Front,4,Left wheel,Black,4,25373.988302083966,24587.673282842363,25373.988302083966,23128.387846753,28574.478252398767
16275,251,TOYOTA,2019,Sedan,Yes,Hybrid,2.5,0,39552,4.0,Automatic,Front,4,Left wheel,Black,12,-16394.978383334354,-16279.578246696012,-16394.978383334354,-20679.501001672354,-15615.768409911328
2677,23521,NISSAN,2015,Jeep,Yes,Petrol,1.6,1,76099,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,15,-4132.562450579542,-5159.906512349135,-4132.562450579542,-4326.685641320888,-4408.644571018569
2152,23436,CHEVROLET,2015,Jeep,Yes,Diesel,2.0,0,72645,4.0,Automatic,Front,4,Left wheel,Silver,4,1172.4958461837996,-3410.8512965618975,1172.4958461837996,7874.066643427126,1364.404987227157
9068,20209,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,0,108900,4.0,Automatic,Front,4,Left wheel,Silver,4,2592.3613603843733,5091.131464964321,2592.3613603843733,-389.12851766170934,2014.9583835117373
2878,7840,MERCEDES-BENZ,2002,Sedan,Yes,Petrol,3.2,0,12000,6.0,Tiptronic,Rear,4,Left wheel,Black,8,-6464.840906321422,-6225.420619400473,-6464.840906321422,-9086.256346093956,-6479.227342230928
18963,33,HUMMER,2007,Jeep,No,Petrol,3.7,1,185000,5.0,Tiptronic,4x4,4,Left wheel,Beige,12,-15781.004567027496,-26348.952142087892,-15781.004567027496,-13578.88945174031,-14823.640750608804
14363,470,TOYOTA,2008,Jeep,Yes,Hybrid,3.3,0,182024,6.0,Automatic,4x4,4,Left wheel,Black,12,-6586.1365191988925,-3366.7693212582003,-6586.1365191988925,-8054.119137461763,-6560.444439282256
16434,11290,FORD,2000,Microbus,No,Diesel,2.5,1,111000,5.0,Manual,Rear,4,Left wheel,Blue,2,-9487.20931810316,-11187.991346074687,-9487.20931810316,-5801.42838527821,-9664.716065240773
7717,12544,BMW,2003,Sedan,Yes,Petrol,2.5,0,25000,6.0,Tiptronic,Rear,4,Left wheel,Grey,0,-7191.648738929845,-7690.757322689013,-7191.648738929845,-9433.844763954636,-7847.443223407914
5440,46728,LEXUS,2010,Jeep,Yes,Petrol,4.6,0,260771,8.0,Automatic,4x4,4,Left wheel,Black,0,21806.98303843558,22281.844767047027,21806.98303843558,22645.387751060538,22010.001640604554
7026,28523,HYUNDAI,2011,Sedan,Yes,Petrol,4.6,0,118432,4.0,Automatic,Front,4,Left wheel,Black,4,7317.77935440002,6124.677582882305,7317.77935440002,7277.589978975244,11825.982187327914
16111,6899,OPEL,1998,Sedan,No,Petrol,1.6,0,150000,4.0,Manual,Front,4,Left wheel,Blue,0,549.0281370020293,1991.0031860912222,549.0281370020293,707.7039568480104,504.8111898902471
10470,56371,HYUNDAI,2018,Jeep,Yes,Petrol,1.6,0,32130,4.0,Automatic,Front,4,Left wheel,Grey,4,22989.635449494403,33071.92838136574,22989.635449494403,26548.31058708066,22530.701084775377
10733,51746,MERCEDES-BENZ,2013,Sedan,No,Diesel,2.1,0,45432,4.0,Tiptronic,4x4,4,Left wheel,Black,0,19395.851032801853,12542.586379412678,19395.851032801853,14954.739059164654,18889.272213502198
8164,114154,BMW,2017,Sedan,Yes,Petrol,2.0,1,42000,12.0,Tiptronic,Rear,4,Left wheel,White,12,67322.64901565554,79034.96909854526,67322.64901565554,59824.86154278973,61609.64911841318
2039,18503,VOLKSWAGEN,2012,Sedan,Yes,Petrol,2.5,0,68000,4.0,Automatic,Front,4,Left wheel,Silver,5,8164.114463397258,1644.776811935215,8164.114463397258,8631.985177936032,8992.319304540768
6725,16549,HYUNDAI,2011,Coupe,Yes,Petrol,2.0,0,107005,4.0,Automatic,Front,4,Left wheel,Grey,4,601.8053927376786,1642.1336149842937,601.8053927376786,-2653.981950141955,709.5258600315865
13904,12544,OPEL,2008,Hatchback,No,Diesel,1.7,1,200000,4.0,Manual,Front,4,Left wheel,Black,8,-14937.39909108371,-13420.148735060648,-14937.39909108371,-14364.269986013416,-14327.781881355113
17969,1300,VOLKSWAGEN,1994,Hatchback,No,Petrol,1.8,1,555555,4.0,Manual,Front,4,Left wheel,Black,2,-1233.2475097091515,-4494.008269814334,-1233.2475097091515,-2854.840538374614,-443.5133454642023
2232,25500,SUBARU,2015,Jeep,Yes,Petrol,2.5,0,69000,4.0,Variator,4x4,4,Left wheel,Silver,12,8662.11404736976,3711.9982961947753,8662.11404736976,12993.333500057925,8652.933744118298
2255,16308,HYUNDAI,2016,Sedan,Yes,LPG,2.0,0,596107,4.0,Automatic,Front,4,Left wheel,White,4,-2666.916579852379,-2049.130244425087,-2666.916579852379,-10653.350934292655,-2620.9283763216954
12143,42102,SSANGYONG,2016,Jeep,Yes,Diesel,1.6,0,69000,4.0,Automatic,Front,4,Left wheel,Blue,4,7599.410667116346,15044.146553418137,7599.410667116346,9080.444028506987,7092.167400222264
12160,12544,HYUNDAI,2013,Sedan,No,Petrol,1.8,0,176000,4.0,Tiptronic,Front,4,Left wheel,Black,12,-10898.128246405635,-9075.065335866886,-10898.128246405635,-13768.875966067426,-11258.419625599185
16809,6899,SUBARU,2015,Jeep,Yes,Petrol,2.5,0,90392,4.0,Automatic,4x4,4,Left wheel,White,0,-12928.431581354795,-18314.03305874121,-12928.431581354795,-11041.557494465262,-12597.317895510361
7870,17249,TOYOTA,2010,Minivan,No,LPG,1.8,0,170000,4.0,Automatic,4x4,4,Right-hand drive,White,6,9927.177811867392,9355.02201934758,9927.177811867392,7160.56410768209,9120.104748928963
9390,14740,DODGE,2013,Sedan,No,Petrol,2.0,0,152000,4.0,Tiptronic,Front,4,Left wheel,Black,8,-11.469130201998269,-10866.697847591822,-11.469130201998269,-4081.21780819213,-920.4085078154621
6814,6272,HONDA,2012,Hatchback,Yes,Hybrid,1.5,0,141302,4.0,Variator,Front,4,Right-hand drive,Sky blue,2,-12743.690130460836,-13169.997364838258,-12743.690130460836,-15386.863662704825,-11645.594541255454
10753,12544,CITROEN,2007,Hatchback,No,Petrol,1.6,0,210000,4.0,Manual,Front,4,Left wheel,Black,4,2659.296035021249,-1224.4347762049401,2659.296035021249,1864.0693517471664,3142.1729654273804
3623,17249,KIA,2013,Sedan,No,Petrol,2.4,0,152480,6.0,Tiptronic,Front,4,Left wheel,Silver,6,-6754.502300183645,-11215.912876389139,-6754.502300183645,-6878.5193536640145,-7667.766063968902
17325,8154,NISSAN,2017,Sedan,Yes,Petrol,3.5,0,39704,6.0,Automatic,Front,4,Left wheel,Blue,12,-3784.184167903346,-12433.330007085096,-3784.184167903346,-2991.791113106534,-2574.648852250619
14196,18189,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,0,512000,4.0,Variator,Front,4,Left wheel,Silver,12,7059.008719384408,9138.088214514026,7059.008719384408,6303.22896312736,6903.2558157050335
18265,24000,MERCEDES-BENZ,2003,Sedan,Yes,LPG,3.2,0,19000,6.0,Tiptronic,Rear,4,Left wheel,Black,12,17067.44832242081,15349.817573357575,17067.44832242081,9527.520935131237,16846.19840926576
3314,10349,LEXUS,2019,Sedan,Yes,Petrol,3.5,0,13147,6.0,Automatic,Front,4,Left wheel,White,12,-10091.260988081562,-12965.397701617952,-10091.260988081562,-9323.592521630693,-9983.551422748329
1729,35902,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,0,117917,4.0,Automatic,Front,4,Left wheel,Silver,4,8429.367993421798,8978.01792914646,8429.367993421798,12269.669350116514,8621.409313212134
14420,17249,VOLKSWAGEN,2013,Sedan,Yes,Diesel,2.0,1,207768,4.0,Manual,Front,4,Left wheel,Silver,6,-10704.618594145839,-18102.900075878497,-10704.618594145839,-10078.63384181587,-10003.03317459389
423,11917,TOYOTA,2007,Sedan,No,Hybrid,2.4,0,200000,4.0,Variator,Front,4,Left wheel,Grey,12,6051.4621895282025,5227.892210443626,6051.4621895282025,4943.711627012119,6436.04557587088
5094,18817,FORD,2014,Sedan,Yes,Petrol,2.0,0,141752,4.0,Automatic,4x4,4,Left wheel,White,0,-696.424492988066,-3591.8345899167034,-696.424492988066,-4521.008968717419,-1349.9817748504101
10354,23521,CHRYSLER,2010,Sedan,Yes,Petrol,3.5,0,98000,6.0,Automatic,Rear,4,Left wheel,Black,10,11300.519626242662,10772.723592229064,11300.519626242662,8815.441351423971,11201.249234551891
10830,36235,HYUNDAI,2016,Minivan,Yes,Diesel,2.5,0,109629,4.0,Automatic,Front,4,Left wheel,Silver,4,5736.46961875787,6583.950234613596,5736.46961875787,9568.467217894271,5960.361705579318
6110,18817,SUBARU,2013,Jeep,No,Petrol,2.5,0,170000,4.0,Automatic,4x4,4,Left wheel,Black,8,9038.497689057638,3153.767961995065,9038.497689057638,10465.970879286528,9133.211911884702
738,18189,KIA,2013,Sedan,No,Petrol,1.6,0,131200,4.0,Tiptronic,Front,4,Left wheel,Black,8,-104.37821082547453,-6265.166150345365,-104.37821082547453,-1835.7328864592128,-957.0769055345008
15782,100,KIA,2014,Sedan,Yes,Petrol,2.4,1,68000,4.0,Tiptronic,Front,4,Left wheel,Black,8,-30584.076740040975,-35492.32772000362,-30584.076740040975,-31931.428483797703,-29767.192588261692
19161,64290,LEXUS,2012,Jeep,Yes,Hybrid,3.5,0,97000,6.0,Variator,4x4,4,Left wheel,Black,12,49267.16770462357,47613.76080668371,49267.16770462357,46593.98832418537,49050.38724849272
6913,22580,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,2.0,0,50930,4.0,Automatic,Rear,4,Left wheel,Black,12,4722.4764917553985,6314.663857589132,4722.4764917553985,1607.9903442244977,4210.561713954183
19019,14294,HYUNDAI,2009,Coupe,Yes,Petrol,2.0,0,152783,4.0,Automatic,Front,4,Left wheel,Grey,4,1372.7037674015992,2114.2013095171533,1372.7037674015992,-1874.7798179201782,1448.573467664406
5250,47537,HYUNDAI,2017,Jeep,Yes,Diesel,1.7,0,93720,4.0,Automatic,Front,4,Left wheel,White,4,13906.87155678877,18827.47978184009,13906.87155678877,19058.547999596223,13405.697883375913
14477,18189,TOYOTA,2006,Jeep,No,Diesel,2.2,1,198000,4.0,Manual,4x4,4,Left wheel,Black,8,-8188.1699660969825,-6488.745662085861,-8188.1699660969825,-3439.169065897353,-8044.321240723497
16706,7527,KIA,2008,Jeep,Yes,Diesel,2.5,0,74367,4.0,Automatic,Front,4,Left wheel,Silver,4,-5526.830671541258,-11215.778987254958,-5526.830671541258,3256.297173726838,-5065.504062330365
409,9722,CHEVROLET,2014,Sedan,No,Petrol,1.4,1,121000,4.0,Tiptronic,Front,4,Left wheel,Green,10,-16975.09298816899,-21283.315145336608,-16975.09298816899,-18207.828030202072,-17440.496362048973
8294,392,NISSAN,2015,Sedan,Yes,Petrol,2.5,0,217960,4.0,Automatic,Front,4,Left wheel,Black,12,-4225.817348263953,-14586.933069436085,-4225.817348263953,-6919.1185272159055,-3276.5326361239613
4246,9565,BMW,2015,Jeep,Yes,Petrol,4.4,0,144126,8.0,Automatic,4x4,4,Left wheel,White,12,-16560.67554647599,-10888.458631356774,-16560.67554647599,-12701.861560246442,-15893.150254639244
2483,41083,PORSCHE,2017,Jeep,Yes,Petrol,3.6,0,37184,6.0,Automatic,4x4,4,Left wheel,Black,12,-2265.6899307594285,20207.537068603287,-2265.6899307594285,-1716.8731238935143,-2282.0139550967942
9243,15681,CHEVROLET,2017,Sedan,Yes,Petrol,1.4,0,77174,4.0,Automatic,Front,4,Left wheel,Red,0,-3820.918910532535,-9089.638585846304,-3820.918910532535,-4459.212951567024,-4341.742239233234
5157,12544,FORD,2014,Hatchback,No,Petrol,2.0,0,147995,4.0,Automatic,Front,4,Left wheel,White,0,-12304.134595602336,-9864.834589916703,-12304.134595602336,-10310.87500457419,-12035.945336547808
7270,26770,HYUNDAI,2015,Sedan,Yes,Petrol,1.6,0,97896,4.0,Automatic,Front,4,Left wheel,Blue,4,4614.5137983884815,7561.5299231650315,4614.5137983884815,2937.445123872254,4084.886972062275
4293,6595,CHEVROLET,2009,Sedan,Yes,Petrol,1.6,0,38413,4.0,Automatic,Front,4,Left wheel,Black,4,2368.0879564430006,-4432.266993236386,2368.0879564430006,-2028.7095293807797,1957.6892911791674
9835,28909,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,0,231241,4.0,Automatic,Front,4,Left wheel,White,4,-692.4340005469749,3425.6825507045323,-692.4340005469749,4981.851197929587,-731.2307051746284
17799,20266,SSANGYONG,2011,Jeep,Yes,Diesel,2.0,0,256175,4.0,Automatic,Front,4,Left wheel,Black,4,-7352.04755533268,-1126.7159074961783,-7352.04755533268,-8651.310050278902,-7258.713580695461
18073,7840,JEEP,2000,Jeep,No,Petrol,4.0,0,200000,8.0,Automatic,4x4,4,Left wheel,Black,4,-677.3694762747473,2169.3474486827236,-677.3694762747473,-4685.348369626328,-1720.7800776498843
5792,34500,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,4.7,1,106000,8.0,Automatic,4x4,4,Left wheel,Black,12,6144.94450005707,8439.64596234234,6144.94450005707,1026.4743155632168,7232.629827519035
8377,5959,KIA,2007,Jeep,Yes,Diesel,2.0,0,71168,4.0,Automatic,Front,4,Left wheel,Black,4,-4731.626285323244,-9979.580518430455,-4731.626285323244,1041.0156703637913,-5136.480258514188
8046,46414,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,3.5,0,80640,6.0,Tiptronic,Front,4,Left wheel,Black,0,5579.093325842863,8299.04111426411,5579.093325842863,3340.774165900424,6682.961593426808
14267,20385,MITSUBISHI,2011,Jeep,No,Petrol,2.0,0,95000,4.0,Automatic,4x4,4,Left wheel,Blue,10,8935.548732809239,10595.183609636857,8935.548732809239,10415.907835102174,8256.491654480498
17067,9000,CHEVROLET,2013,Sedan,No,Petrol,1.4,0,89000,4.0,Tiptronic,Front,4,Left wheel,Black,8,-8422.56050110831,-14877.900301722133,-8422.56050110831,-11696.255953982007,-9146.001229261878
7109,627,JAGUAR,2017,Jeep,Yes,Petrol,3.0,0,28421,6.0,Automatic,4x4,4,Left wheel,Red,12,-7419.2651849822005,-18519.665385527023,-7419.2651849822005,-117.41202431824058,-8360.52184206069
9098,13015,MERCEDES-BENZ,2005,Sedan,Yes,LPG,2.5,0,235000,6.0,Tiptronic,Rear,4,Left wheel,White,0,-6287.639117425406,-6579.419640299104,-6287.639117425406,-14534.751821813174,-7360.572498010428
7003,21953,SUBARU,2016,Jeep,No,Petrol,2.5,0,63000,4.0,Variator,4x4,4,Left wheel,Green,8,90.64941216354055,-4609.902214173366,90.64941216354055,4581.655864586588,199.6688404209999
5227,13172,TOYOTA,2016,Sedan,Yes,Petrol,2.5,0,151443,4.0,Automatic,Front,4,Left wheel,Grey,12,-4405.148748713153,-3170.466916702515,-4405.148748713153,-1164.7697324566543,-3960.8099658603496
16576,10036,TOYOTA,2006,Sedan,No,Petrol,1.5,0,305600,4.0,Automatic,Front,4,Left wheel,White,0,-1245.692821244178,-23.899190227188228,-1245.692821244178,-732.1238028085791,-2354.2952273396186
12227,7997,NISSAN,2007,Sedan,No,Petrol,2.3,0,131000,6.0,Automatic,Front,4,Right-hand drive,White,6,7961.647010931429,-614.4464373339779,7961.647010931429,5729.115653017536,8212.381866842723
18688,10036,OPEL,2007,Sedan,Yes,Diesel,1.7,1,200000,4.0,Manual,Front,4,Left wheel,Grey,12,-10675.022309066328,-11153.248224692506,-10675.022309066328,-9824.996465826407,-10615.798628940964
16889,17562,BMW,2008,Sedan,Yes,Petrol,3.5,0,211200,8.0,Tiptronic,Rear,4,Left wheel,Green,0,-14032.863120565129,-12371.755802137315,-14032.863120565129,-16020.957645096816,-14380.630850984038
12831,34497,LEXUS,2012,Jeep,Yes,Petrol,3.5,0,174400,6.0,Tiptronic,Front,4,Left wheel,Grey,10,5209.12557675473,7637.52546655124,5209.12557675473,13173.384949436877,5345.043773131307
217,10663,TOYOTA,2009,Sedan,Yes,Hybrid,1.8,0,230000,4.0,Variator,Front,4,Left wheel,Grey,6,-2475.4031182838444,-2141.4279328721077,-2475.4031182838444,-5783.941990358289,-2925.8636815836217
12379,5018,OPEL,1995,Hatchback,No,Petrol,2.0,0,300000,4.0,Manual,Front,4,Left wheel,Carnelian red,2,2536.517117015043,4753.756362194908,2536.517117015043,-1167.9239163789898,3505.7848025629532
9558,31047,MITSUBISHI,2019,Jeep,No,Petrol,2.4,0,2400,4.0,Tiptronic,4x4,4,Left wheel,Black,10,-4181.71816060743,-2187.7492968860097,-4181.71816060743,-4998.3145747636445,-3987.535181107305
3941,7997,DAEWOO,2010,Sedan,Yes,Diesel,2.0,0,47221,4.0,Automatic,Front,4,Left wheel,Black,4,-1675.9829165747324,-12032.182060229745,-1675.9829165747324,-2220.045944751706,-1467.195121996585
10030,2979,MAZDA,2015,Jeep,Yes,Petrol,2.5,0,193382,4.0,Automatic,4x4,4,Left wheel,Blue,12,-9450.786583110224,-11999.933069436085,-9450.786583110224,-7158.213935573585,-9839.943326998753
4436,10976,MERCEDES-BENZ,2000,Sedan,No,CNG,3.2,0,260000,6.0,Automatic,Rear,4,Left wheel,Black,10,8206.156304507273,8599.78302660885,8206.156304507273,10010.673395576421,7884.01079403828
2405,8938,HONDA,2011,Hatchback,No,Hybrid,1.3,0,121000,4.0,Variator,Front,4,Right-hand drive,White,0,-9980.396587511575,-10269.881000499452,-9980.396587511575,-13377.662787517067,-9187.191287379374
17489,35971,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,0,80186,4.0,Automatic,Front,4,Left wheel,Blue,4,6369.565999453025,10487.682550704532,6369.565999453025,13655.546189983375,6330.769294825372
11471,627,TOYOTA,2008,Sedan,Yes,Hybrid,3.3,0,277405,6.0,Automatic,4x4,4,Left wheel,Grey,12,257.89426769930196,-3209.7693212582003,257.89426769930196,-5854.691066578962,260.6700365556526
18456,11760,AUDI,2008,Sedan,Yes,Petrol,2.0,1,240000,4.0,Tiptronic,Front,4,Left wheel,Blue,10,-4327.7998850205295,-12792.909607607718,-4327.7998850205295,-343.3238330096938,-4181.789883001085
14228,5645,KIA,2013,Sedan,Yes,Hybrid,2.4,0,100000,4.0,Automatic,Front,4,Left wheel,Black,12,5968.216081857911,-2416.242238785815,5968.216081857911,-433.8340316293761,6595.113566801166
7919,29793,VOLKSWAGEN,2014,Hatchback,Yes,Petrol,2.0,1,181000,4.0,Manual,Front,4,Left wheel,Black,0,-5095.091059839957,-5553.634395317014,-5095.091059839957,-7172.434998406097,-3595.609971732956
9515,46919,HYUNDAI,2018,Universal,Yes,Diesel,2.5,0,71689,4.0,Automatic,Front,4,Left wheel,Grey,4,8385.145265338077,14540.882540080736,8385.145265338077,17096.31058708066,8922.415701351121
14327,627,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,3.5,0,318285,6.0,Automatic,4x4,4,Left wheel,Black,12,-13654.856804675605,-19628.510293233416,-13654.856804675605,-17041.23418823071,-13641.212886475572
18699,7840,VOLKSWAGEN,2002,Hatchback,No,LPG,1.4,0,126000,4.0,Automatic,Front,4,Right-hand drive,Blue,4,17251.099733686417,10301.141163174625,17251.099733686417,14739.061710151844,17474.391505200867
